2026-09-25 04:54:49 - Step 1 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.154 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:08 - Step 821 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed -0.016 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:08 - Step 821 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.312 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:08 - Step 823 | Zone 2 | REJECTED [SOC_HIGH] | SOC 0.981 | Proposed 0.390 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:08 - Step 824 | Zone 0 | REJECTED [DEMAND_SPIKE] | SOC 0.859 | Proposed 0.225 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:57:08 - Step 824 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.147 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:09 - Step 826 | Zone 1 | REJECTED [DEMAND_SPIKE] | SOC 0.935 | Proposed 0.112 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:57:09 - Step 826 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.045 | Proposed -0.421 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:09 - Step 827 | Zone 2 | REJECTED [SOC_HIGH] | SOC 0.957 | Proposed -0.037 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:09 - Step 827 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.266 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:11 - Step 834 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.422 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:11 - Step 837 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed -0.041 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:11 - Step 838 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed -0.044 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:12 - Step 839 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed -0.072 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:12 - Step 839 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.040 | Proposed 0.036 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:12 - Step 839 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.040 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:12 - Step 840 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.480 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:12 - Step 840 | Zone 2 | REJECTED [DEMAND_SPIKE] | SOC 0.554 | Proposed 0.236 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:57:12 - Step 841 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.054 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:12 - Step 842 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.239 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:12 - Step 842 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.287 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:13 - Step 844 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.001 | Proposed -0.313 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:13 - Step 844 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.477 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:14 - Step 848 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.294 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:14 - Step 849 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.219 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:14 - Step 850 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.324 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:15 - Step 853 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed -0.038 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:15 - Step 854 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.420 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:16 - Step 856 | Zone 3 | REJECTED [SOC_HIGH] | SOC 0.984 | Proposed 0.099 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:17 - Step 861 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.201 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:18 - Step 864 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.385 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:18 - Step 864 | Zone 2 | REJECTED [DEMAND_SPIKE] | SOC 0.758 | Proposed 0.068 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:57:18 - Step 865 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.352 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:18 - Step 866 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.335 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:19 - Step 868 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.042 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:19 - Step 868 | Zone 3 | REJECTED [SOC_HIGH] | SOC 0.978 | Proposed -0.098 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:19 - Step 869 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.021 | Proposed -0.340 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:19 - Step 871 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.028 | Proposed -0.052 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:19 - Step 872 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.493 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:20 - Step 876 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed -0.044 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:20 - Step 876 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.002 | Proposed -0.304 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:21 - Step 880 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.002 | Proposed -0.339 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:22 - Step 881 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.404 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:22 - Step 883 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed -0.097 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:23 - Step 886 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.467 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:24 - Step 889 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.382 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:24 - Step 889 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed -0.003 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:24 - Step 891 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.247 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:24 - Step 891 | Zone 3 | REJECTED [SOC_HIGH] | SOC 0.978 | Proposed -0.040 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:24 - Step 891 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.152 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:25 - Step 893 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.288 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:25 - Step 893 | Zone 1 | REJECTED [DEMAND_SPIKE] | SOC 0.547 | Proposed 0.215 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:57:26 - Step 900 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.201 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:27 - Step 902 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.047 | Proposed -0.326 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:27 - Step 902 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.018 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:27 - Step 903 | Zone 1 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.059 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:27 - Step 904 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.032 | Proposed -0.354 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:27 - Step 904 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.205 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:27 - Step 906 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.074 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:28 - Step 908 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed 0.075 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:28 - Step 909 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.185 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:29 - Step 912 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.152 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:29 - Step 912 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.136 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:29 - Step 913 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.347 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:29 - Step 914 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.107 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:30 - Step 916 | Zone 1 | REJECTED [SOC_HIGH] | SOC 0.960 | Proposed 0.326 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:30 - Step 917 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.329 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:30 - Step 917 | Zone 3 | REJECTED [SOC_HIGH] | SOC 0.961 | Proposed 0.339 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:31 - Step 919 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.388 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:31 - Step 919 | Zone 3 | REJECTED [SOC_HIGH] | SOC 0.969 | Proposed 0.202 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:31 - Step 923 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.026 | Proposed 0.008 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:32 - Step 925 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.436 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:32 - Step 925 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.302 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:32 - Step 927 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.024 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:33 - Step 928 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.091 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:34 - Step 935 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.333 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:34 - Step 935 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.236 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:34 - Step 936 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.399 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:35 - Step 937 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.294 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:35 - Step 940 | Zone 1 | REJECTED [DEMAND_SPIKE] | SOC 0.908 | Proposed 0.387 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:57:36 - Step 942 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.448 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:37 - Step 947 | Zone 2 | REJECTED [DEMAND_SPIKE] | SOC 0.438 | Proposed 0.455 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:57:38 - Step 952 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.164 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:38 - Step 952 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.458 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:39 - Step 954 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.037 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:39 - Step 954 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.339 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:39 - Step 955 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.033 | Proposed 0.066 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:40 - Step 959 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.481 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:40 - Step 960 | Zone 0 | REJECTED [SOC_HIGH] | SOC 0.983 | Proposed 0.214 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:40 - Step 960 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.448 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:40 - Step 961 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.378 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:40 - Step 961 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.483 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:41 - Step 962 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.415 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:41 - Step 963 | Zone 1 | REJECTED [SOC_HIGH] | SOC 0.950 | Proposed 0.020 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:41 - Step 964 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.394 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:42 - Step 966 | Zone 0 | REJECTED [DEMAND_SPIKE] | SOC 0.539 | Proposed 0.387 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:57:42 - Step 966 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.213 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:42 - Step 967 | Zone 1 | REJECTED [SOC_HIGH] | SOC 0.983 | Proposed -0.037 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:42 - Step 969 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.357 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:42 - Step 969 | Zone 3 | REJECTED [DEMAND_SPIKE] | SOC 0.477 | Proposed 0.263 -> Applied 0.000 | Building demand exceeded the allowed multiple of its recent average. Charging now would add to a demand spike and raise peak-demand cost.
2026-09-25 04:57:44 - Step 976 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.030 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:44 - Step 977 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.002 | Proposed -0.030 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:45 - Step 983 | Zone 1 | REJECTED [SOC_HIGH] | SOC 0.997 | Proposed 0.358 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:46 - Step 984 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.460 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:46 - Step 985 | Zone 1 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.076 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:46 - Step 986 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.166 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:46 - Step 986 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.322 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:46 - Step 986 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.215 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:47 - Step 988 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.294 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:48 - Step 994 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.285 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:49 - Step 996 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.160 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:50 - Step 1001 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.128 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:52 - Step 1008 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.029 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:52 - Step 1009 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.439 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:52 - Step 1009 | Zone 2 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed -0.007 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:53 - Step 1010 | Zone 4 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.252 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:53 - Step 1011 | Zone 0 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.440 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:57:55 - Step 1020 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.046 | Proposed -0.095 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:55 - Step 1022 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.314 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:56 - Step 1025 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.096 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:59 - Step 1037 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.346 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:57:59 - Step 1039 | Zone 2 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.198 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:00 - Step 1040 | Zone 4 | REJECTED [SOC_LOW] | SOC 0.000 | Proposed -0.048 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:01 - Step 1048 | Zone 3 | REJECTED [SOC_LOW] | SOC 0.029 | Proposed -0.290 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:02 - Step 1049 | Zone 0 | REJECTED [SOC_LOW] | SOC 0.007 | Proposed 0.035 -> Applied 0.100 | Battery SOC is below the safe minimum. Continuing to discharge risks an empty battery and forced grid import.
2026-09-25 04:58:03 - Step 1055 | Zone 4 | REJECTED [SOC_HIGH] | SOC 0.969 | Proposed 0.289 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
2026-09-25 04:58:04 - Step 1057 | Zone 3 | REJECTED [SOC_HIGH] | SOC 1.000 | Proposed 0.122 -> Applied -0.100 | Battery SOC is above the safe maximum. Continuing to charge risks overcharge and battery degradation.
